W,CalCOFI1301SH,1/14/2013,7:24,1/14/2013 7:24,8:00:00,1/14/2013 15:24,,,29.90467,-123.65250,KW,LR,P,6,OV,90,0,0,,10,18,5,8,,,,330,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,BEGIN DAY. ARRAY DEPLOYED. LEAVING 93/120 TO 90/120. NON-STANDARD OFFSHORE TRANSECT.
W,CalCOFI1301SH,1/14/2013,8:36,1/14/2013 8:36,8:00:00,1/14/2013 16:36,,,30.07867,-123.77533,KW,LR,P,6,OV,98,0,0,,10,18,5,8,,,,333,,,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,
W,CalCOFI1301SH,1/14/2013,9:21,1/14/2013 9:21,8:00:00,1/14/2013 17:21,,,30.18900,-123.85133,KW,LR,P,6,OV,100,0,0,,10,18,5,8,SH3,,,332,264,0.1,,,,,,,,,,,,,,,ON,,OFF,2,,,,,,,,,,,,,LARGE CARGO SHIP
W,CalCOFI1301SH,1/14/2013,10:27,1/14/2013 10:27,8:00:00,1/14/2013 18:27,,,30.34967,-123.96650,KW,KW,P,6,OV,100,0,0,,10,18,5,4,,,,331,,,,,,,,,,,,,,,,,OFF,6,OFF,2,,,,,,,,,,,,,ONE OBSERVER ON. 2 BUOYS DEPLOYED. 
W,CalCOFI1301SH,1/14/2013,13:09,1/14/2013 13:09,8:00:00,1/14/2013 21:09,,,30.42217,-124.04033,KW,KW,P,6,PC,55,0,0,,5,18,5,8,,,,62,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LEAVING 90/120 TO 90/110. ONE OBSERVER ON. ARRAY DEPLOYED.
W,CalCOFI1301SH,1/14/2013,13:40,1/14/2013 13:40,8:00:00,1/14/2013 21:40,,,30.45233,-123.98433,KW,LR,P,6,PC,55,0,0,,5,18,5,8,,,,56,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,2 OBSERVERS ON
W,CalCOFI1301SH,1/14/2013,14:46,1/14/2013 14:46,8:00:00,1/14/2013 22:46,,,30.53767,-123.79333,KW,LR,P,6,PC,40,0,0,,5,20,5,8,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/14/2013,16:00,1/14/2013 16:00,8:00:00,1/15/2013 0:00,,,30.63017,-123.58100,KW,LR,P,6,PC,35,0,0,,5,20,5,7,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/14/2013,16:01,1/14/2013 16:01,8:00:00,1/15/2013 0:01,,,30.71217,-123.40983,KW,KW,P,6,PC,30,0,0,,5,20,5,7,,,,61,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,ONE OBSERVER ON.
W,CalCOFI1301SH,1/14/2013,16:38,1/14/2013 16:38,8:00:00,1/15/2013 0:38,,,30.68200,-123.47333,KW,LR,P,6,PC,30,0,0,,5,20,5,7,13,LR,3,61,85,,10,,3,14,60,150,582,470,645,11,Dd,,,,OFF,6,ON,,2,5,8,Y,KW,40,173,401,LR,20D,14,57,"MIXED GROUP WITH Sc (SIGHTING #14). 20 MINUTES OF DOLPHINS, SHIP SPEED 10 KNOTS. Warm waterat 18.6"
W,CalCOFI1301SH,1/14/2013,16:54,1/14/2013 16:38,8:00:00,1/15/2013 0:38,,,30.68200,-123.47333,KW,LR,P,6,PC,30,0,0,,5,20,5,7,13,LR,3,61,85,,10,,3,14,60,150,582,470,645,11,Dd,,,,OFF,6,ON,,2,5,8,Y,KW,40,173,401,LR,20D,14,57,"MIXED GROUP WITH Sc (SIGHTING #14). 20 MINUTES OF DOLPHINS, SHIP SPEED 10 KNOTS. Warm water at 18.6"
W,CalCOFI1301SH,1/15/2013,8:43,1/15/2013 8:43,8:00:00,1/15/2013 16:43,,,31.41333,-122.00483,KW,KW,G,7,CL,0,116,138,SE,28,12,3,5,,,,60,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,LEAVING 90/90 TO 90/80. ARRAY DEPLOYED. ONE OBSERVER ON.
W,CalCOFI1301SH,1/15/2013,8:55,1/15/2013 8:55,8:00:00,1/15/2013 16:55,,,31.43050,-121.97550,KW,LR,G,7,CL,0,116,138,SE,28,12,3,5,15,KW,1,60,38,,280,,,,,,160,145,180,ND,Dd,,,,ON,,ON,,1,5,8,Y,KW,40D,404,636,LR,20D,53,66,2 OBSERVERS ON.
W,CalCOFI1301SH,1/15/2013,9:27,1/15/2013 9:27,8:00:00,1/15/2013 17:27,,,31.47550,-121.88600,KW,LR,G,7,CL,0,125,147,SE,28,12,3,5,15,KW,1,60,38,,280,,2,14,350,70,160,145,180,ND,Dd,,,,ON,,ON,,1,5,8,Y,KW,40D,404,636,LR,20D,53,66,30 MINUTES OF WIDESPREAD DOLPHINS.
W,CalCOFI1301SH,1/15/2013,10:27,1/15/2013 10:27,8:00:00,1/15/2013 18:27,,,31.55900,-121.69850,KW,LR,G,7,CL,0,120,180,SE,28,10,3,5,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI1301SH,1/15/2013,10:40,1/15/2013 10:40,8:00:00,1/15/2013 18:40,,,31.57833,-121.67700,KW,LR,G,7,CL,,135,170,SE,28,10,3,5,16,LR,3,60,310,,220,,,,,,15,14,17,1,Dd,,,,ON,,ON,,2,5,8,Y,KW,40D,640,687,LR,20D,69,85,
W,CalCOFI1301SH,1/15/2013,10:59,1/15/2013 10:59,8:00:00,1/15/2013 18:59,,,31.60583,-121.62267,KW,LR,G,7,CL,0,140,177,SE,28,10,3,5,17,LR,1,60,85,4,,,,,,,33,28,47,0,Dd,,,,ON,,ON,,2,5,8,Y,KW,40D,691,727,LR,20D,88,91,
W,CalCOFI1301SH,1/15/2013,12:19,1/15/2013 12:19,8:00:00,1/15/2013 20:19,,,31.71633,-121.38333,KW,LR,G,7,CL,0,0,0,,25,12,3,5,18,KW,1,60,35,4.5,,,,,,,11,9,13,ND,Dsp,,,,ON,,ON,,1,5,,N,,,,,,,,,
W,CalCOFI1301SH,1/15/2013,12:24,1/15/2013 12:24,8:00:00,1/15/2013 20:24,,,31.72367,-121.36733,KW,KW,G,7,CL,0,0,0,,25,12,3,5,,,,60,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,ONE OBSERVER ON. ARRAY RETRIEVAL.
W,CalCOFI1301SH,1/15/2013,14:58,1/15/2013 14:58,8:00:00,1/15/2013 22:58,,,31.76117,-121.32417,KW,KW,G,7,CL,0,0,0,,4,11,3,5,,,,60,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,ONE OBSERVER. LEAVION 90/80 TO 90/70. ARRAY DEPLOYED
W,CalCOFI1301SH,1/15/2013,15:18,1/15/2013 15:18,8:00:00,1/15/2013 23:18,,,31.78667,-121.27250,KW,LR,G,7,CL,0,0,0,,4,11,3,5,,,,60,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,2 OBSERVERS ON.
W,CalCOFI1301SH,1/15/2013,15:23,1/15/2013 15:23,8:00:00,1/15/2013 23:23,,,31.79367,-121.25783,KW,LR,G,7,CL,0,0,0,,4,11,3,5,19,KW,1,60,34,3.8,,,2.3,14,335,110,49,40,65,ND,Dd,,,,ON,,ON,,1,5,8,Y,KW,40D,738,903,LR,20D,99,111,"SMALL GROUPS, SPREAD OUT, GROUPS OF 3-7 ANIMALS."
W,CalCOFI1301SH,1/15/2013,15:47,1/15/2013 15:47,8:00:00,1/15/2013 23:47,,,31.82400,-121.18950,KW,LR,G,7,CL,0,0,0,,4,11,3,5,19,KW,1,60,34,3.8,,,2.3,14,335,110,49,40,65,ND,Dd,,,,ON,,ON,,1,5,8,Y,KW,40D,738,903,LR,20D,99,111,"SMALL GROUPS, SPREAD OUT, GROUPS OF 3-7 ANIMALS."
W,CalCOFI1301SH,1/15/2013,16:03,1/15/2013 16:03,8:00:00,1/16/2013 0:03,,,31.84500,-121.14133,KW,LR,G,7,CL,0,0,0,,6,12,3,5,20,KW,1,60,142,5.1,,,2,14,330,140,24,20,30,0,Dd,,,,ON,,ON,,1,5,8,,,,,,,,,,
W,CalCOFI1301SH,1/15/2013,16:19,1/15/2013 16:19,8:00:00,1/16/2013 0:19,,,31.86517,-121.09533,KW,LR,G,7,CL,0,0,0,,6,12,3,5,21,LR,1,62,60,8,,,,,,,16,13,18,2,Dsp,,,,ON,,ON,,1,5,,Y,LR,20D,108,119,,,,,SPREAD OUT. COMING AT HIP FROM ALL DIRECTIONS. 
W,CalCOFI1301SH,1/15/2013,16:38,1/15/2013 16:38,8:00:00,1/16/2013 0:38,,,31.88883,-121.04283,KW,LR,G,7,CL,0,0,0,,6,12,3,5,22,LR,1,62,105,2.5,,,,,,,7,7,9,ND,Dd,,,,ON,,ON,,2,8,5,Y,LR,20D,122,135,,,,,
W,CalCOFI1301SH,1/15/2013,16:48,1/15/2013 16:48,8:00:00,1/16/2013 0:48,,,31.90300,-121.01233,KW,LR,G,7,CL,0,0,0,,6,12,3,5,23,KW,1,62,336,1,,,,,,,5,5,7,0,Dd,,,,ON,,ON,,2,8,,N,,,,,,,,,
W,CalCOFI1301SH,1/15/2013,17:06,1/15/2013 17:06,8:00:00,1/16/2013 1:06,,,31.92733,-120.96017,KW,LR,G,7,CL,0,0,0,,6,12,3,5,24,KW,1,62,0,3.2,,,,,,,18,16,23,0,Dd,,,,ON,,ON,,2,8,5,Y,KW,40D,906,915,LR,20D,136,144,
W,CalCOFI1301SH,1/15/2013,17:18,1/15/2013 17:18,8:00:00,1/16/2013 1:18,,,31.94233,-120.92650,KW,LR,G,7,CL,0,0,0,,6,12,3,5,25,KW,1,62,114,2.5,,,,,,,13,11,14,0,Dd,,,,ON,,ON,,1,5,8,Y,KW,40D,918,936,,,,,
W,CalCOFI1301SH,1/16/2013,8:42,1/16/2013 8:42,8:00:00,1/16/2013 16:42,,,32.68150,-119.49367,KW,KW,G,7,CL,0,110,160,SE,344,5,3,4,,,,64,,,,,,,,,,,,,,,,,OFF,6,ON,,,,,,,,,,,,,,ONE OBSERVER ON. BEGIN DAY. LEAVING 90/53 TO 90/45. ARRAY DEPLOYED
W,CalCOFI1301SH,1/16/2013,8:47,1/16/2013 8:47,8:00:00,1/16/2013 16:47,,,32.71117,-119.42583,KW,LR,G,7,CL,0,122,142,SE,344,5,3,4,26,KW,2,65,106,1,,,,,,,1,1,1,ND,UNID_CETAC,,,,ON,,ON,,0,,,,,,,,,,,,SIZE OF PILOT WHALE/ORCE/BEAKED WHALE. SAW ONE BLOW. 2 OBSERVERS ON.
W,CalCOFI1301SH,1/16/2013,9:05,1/16/2013 9:05,8:00:00,1/16/2013 17:05,,,32.73233,-119.37533,KW,LR,G,7,CL,0,122,142,SE,344,5,3,4,27,KW,2,65,54,0.3,,,,,,,1,1,1,0,Bp,,,,ON,,ON,,1,,,Y,KW,40D,993,1013,,,,,
W,CalCOFI1301SH,1/16/2013,9:16,1/16/2013 9:16,8:00:00,1/16/2013 17:16,,,32.74550,-119.34250,KW,LR,G,7,CL,0,122,142,SE,344,5,3,4,28,KW,2,65,20,0.2,,,,,,,3,3,3,0,Bp,,,,ON,,ON,,1,,,Y,KW,40D,1016,1031,,,,,
W,CalCOFI1301SH,1/16/2013,9:26,1/16/2013 9:26,8:00:00,1/16/2013 17:26,,,32.75900,-119.31000,KW,LR,G,7,CL,0,122,142,SE,344,5,3,4,29,LR,2,62,68,0.2,,,,,,,2,2,2,0,Bp,,,,ON,,ON,,1,,,,,,,,,,,,
W,CalCOFI1301SH,1/16/2013,9:54,1/16/2013 9:54,8:00:00,1/16/2013 17:54,,,32.79417,-119.22700,KW,LR,G,7,CL,0,135,155,SE,344,4,2,4,30,KW,2,66,356,0.8,,,,,,,2,2,3,ND,ULW,,,,ON,,ON,,1,,,,,,,,,,,,
W,CalCOFI1301SH,1/16/2013,10:26,1/16/2013 10:26,8:00:00,1/16/2013 18:26,,,32.83300,-119.13250,KW,LR,G,7,CL,0,145,165,SE,344,4,2,4,31,KW,3,66,57,0.4,,,,,,,1,1,1,0,ULW,,,,ON,,ON,,0,,,,,,,,,,,,MN/BP SIZE. BLACK BACK. SAW 2 TIMES.
W,CalCOFI1301SH,1/16/2013,11:04,1/16/2013 11:04,8:00:00,1/16/2013 19:04,,,32.88217,-119.02200,KW,LR,G,7,CL,0,145,165,SE,344,4,2,4,PINN1,,,66,,,,,,,,,7,7,7,0,ZaCa,,,,ON,,ON,,,,,,,,,,,,,,"CUMULATIVE ZACA COUNT W/IN 50 NM OF SHORE. STOPPED AT STATION 90/45 EARLY DUE TO NAVY OPS. ARRAY ON BOARD, NO BUOYS."
W,CalCOFI1301SH,1/16/2013,13:50,1/16/2013 13:50,8:00:00,1/16/2013 21:50,,,32.93417,-119.00450,KW,KW,E,7,CL,0,0,0,,350,4,2,2,,,,332,,,,,,,,,,,,,,,,,OFF,6,OFF,6,,,,,,,,,,,,,NAVY OPERATIONS IN STUDY AREA. TRANSITING OFF LINES TO GO AROUND CLOSED AREA TO 90/37. ONE OBSERVER ON. ARRAY DEPLOYED.
W,CalCOFI1301SH,1/16/2013,14:01,1/16/2013 14:01,8:00:00,1/16/2013 22:01,,,32.96650,-119.02150,KW,LR,E,7,CL,0,0,0,,350,4,2,2,,,,335,,,,,,,,,,,,,,,,,ON,,OFF,6,,,,,,,,,,,,,2 OBSERVERS ON.
W,CalCOFI1301SH,1/16/2013,14:21,1/16/2013 14:21,8:00:00,1/16/2013 22:21,,,32.99383,-119.03600,KW,LR,E,7,CL,0,0,0,,350,4,2,2,32,KW,1,335,245,0.3,,,,,,,2,2,2,ND,Mn,,,,ON,,OFF,6,8,,,,,,,,,,,,
W,CalCOFI1301SH,1/16/2013,14:41,1/16/2013 14:41,8:00:00,1/16/2013 22:41,,,33.06650,-119.07583,KW,LR,E,6,HZ,12,0,0,,350,4,2,2,,,,60,,,,,,,,,,,,,,,,,ON,,OFF,6,,,,,,,,,,,,,POSITION CHANGE TO GO AROUND NAVY OPS.
W,CalCOFI1301SH,1/16/2013,14:50,1/16/2013 14:50,8:00:00,1/16/2013 22:50,,,33.08233,-119.12417,KW,LR,E,6,HZ,12,0,0,,350,4,2,2,33,LR,3,60,60,,1200,,,,,,3,3,3,0,Bp,,,,ON,,OFF,6,1,,,Y,KW,40D,,,LR,20D,163,180,3 SPREAD OUT WHALES. 2 CLOSE TO SHIP ON PORT SIDE. 1 PAST BEAM ON PORT SIDE.
W,CalCOFI1301SH,1/16/2013,15:08,1/16/2013 15:08,8:00:00,1/16/2013 23:08,,,33.10782,-118.99701,KW,LR,E,6,HZ,12,0,0,,350,4,2,2,34,LR,2,60,68,4,,,,,,,4,3,6,ND,Pd,,,,ON,,OFF,6,1,,,,,,,,,,,,TRAVELING SLOW. ONLY SAW ONCE.
W,CalCOFI1301SH,1/16/2013,15:33,1/16/2013 15:33,8:00:00,1/16/2013 23:33,,,33.14438,-118.91895,KW,LR,G,6,HZ,10,0,0,,350,4,2,2,,,,88,,,,,,,,,,,,,,,,,ON,,OFF,6,,,,,,,,,,,,,HEADING CHANGE AROUND NAVY OPS. OFF TRANSECT. 
W,CalCOFI1301SH,1/16/2013,16:25,1/16/2013 16:25,8:00:00,1/17/2013 0:25,,,33.17667,-118.73867,KW,LR,G,7,HZ,10,0,0,,350,4,2,2,35,LR,1,88,135,0.4,,,,,,,120,85,136,ND,Dsp,,,,ON,,OFF,6,2,8,,,,,,,,,,,
W,CalCOFI1301SH,1/16/2013,16:31,1/16/2013 16:31,8:00:00,1/17/2013 0:31,,,33.17717,-118.71533,KW,LR,G,6,HZ,10,0,0,,350,4,2,2,SH4,,,89,89,0,,,,,,,,,,,,,,,ON,,ON,6,,,,,,,,,,,,,"NVY SHIP ""23"". LARGE."
W,CalCOFI1301SH,1/16/2013,16:39,1/16/2013 16:39,8:00:00,1/17/2013 0:39,,,33.17750,-118.68967,KW,LR,G,6,HZ,10,0,0,,350,4,2,2,36,KW,2,92,18,,1200,,,,,,1,1,1,0,ULW,,,,ON,,OFF,6,1,,,,,,,,,,,,MOST LIKE ER OR MN. SPLIT V SHAPED BLOW
W,CalCOFI1301SH,1/16/2013,16:52,1/16/2013 16:52,8:00:00,1/17/2013 0:52,,,33.17717,-118.64683,KW,LR,G,6,HZ,10,0,0,,350,4,2,2,37,KW,2,92,25,,2100,,,,,,1,1,2,ND,Bp,,,,ON,,OFF,6,1,,,,,,,,,,,,
W,CalCOFI1301SH,1/17/2013,7:32,1/17/2013 7:32,8:00:00,1/17/2013 15:32,,,33.47050,-117.75650,KW,LR,E,6,HZ,6,0,0,,3,2,1,1,38,LR,1,300,300,,800,,8,14,240,300,111,84,120,2,Dc,,,,ON,,OFF,1,1,4,5,Y,KW,40D,1166,1231,LR,20D,188,194,BEGIN DAY. IN TRANSIT TO 90/28. NON-STANDARD COASTAL TRANSECT. NO ARRAY.
