Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
B,CC1601RL,1/7/2016,7:38,1/7/2016 7:38,8:00:00,1/7/2016 15:38,32 38.15,117 17.77,32.63583333,-117.2961667,KW,JT,UX,1.5,LR,100,0,0,0,268,26,6,8,,,,10,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Left port SD, going to station 93/26.7. Observers inside bridge due to rain."
ST,CC1601RL,1/7/2016,7:38,1/7/2016 7:38,8:00:00,1/7/2016 15:38,32 38.15,117 17.77,32.63583333,-117.2961667,KW,JT,UX,1.5,LR,100,0,0,0,268,26,6,8,,,,10,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Left port SD, going to station 93/26.7. Observers inside bridge due to rain."
W,CC1601RL,1/7/2016,7:38,1/7/2016 7:38,8:00:00,1/7/2016 15:38,32 38.15,117 17.77,32.63583333,-117.2961667,KW,JT,UX,1.5,LR,100,0,0,0,268,26,6,8,,,,10,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Left port SD, going to station 93/26.7. Observers inside bridge due to rain."
OC,CC1601RL,1/7/2016,8:33,1/7/2016 8:33,8:00:00,1/7/2016 16:33,32 45.72,117 19.87,32.762,-117.3311667,KW,JT,UX,5,PC,80,0,0,0,280,26,6,8,,,,10,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,Observers on flying bridge.
W,CC1601RL,1/7/2016,8:33,1/7/2016 8:33,8:00:00,1/7/2016 16:33,32 45.72,117 19.87,32.762,-117.3311667,KW,JT,UX,5,PC,80,0,0,0,280,26,6,8,,,,10,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,Observers on flying bridge.
SB,CC1601RL,1/7/2016,9:04,1/7/2016 9:04,8:00:00,1/7/2016 17:04,32 51.14,117 19.13,32.85233333,-117.3188333,KW,JT,P,5,PC,80,0,0,0,280,20,5,6,1,JT,2,10,80,,804,,,,,,1,1,1,0,ULW,,,,On,,Off,1,,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,9:04,1/7/2016 9:04,8:00:00,1/7/2016 17:04,32 51.14,117 19.13,32.85233333,-117.3188333,KW,JT,P,5,PC,80,0,0,0,280,20,5,6,1,JT,2,10,80,,804,,,,,,1,1,1,0,ULW,,,,On,,Off,1,,,,,,,,,,,,,
W,CC1601RL,1/7/2016,9:04,1/7/2016 9:04,8:00:00,1/7/2016 17:04,32 51.14,117 19.13,32.85233333,-117.3188333,KW,JT,P,5,PC,80,0,0,0,280,20,5,6,1,JT,2,10,80,,804,,,,,,1,1,1,0,ULW,,,,On,,Off,1,,,,,,,,,,,,,
OO,CC1601RL,1/7/2016,9:29,1/7/2016 9:29,8:00:00,1/7/2016 17:29,32 55.46,117 18.50,32.92433333,-117.3083333,KW,,P,5,PC,80,0,0,0,280,18,4,6,,,,10,,,,,,,,,,,,,,,,,Off,6,Off,1,,,,,,,,,,,,,One observer on. Sonobuoy deployment.
W,CC1601RL,1/7/2016,9:29,1/7/2016 9:29,8:00:00,1/7/2016 17:29,32 55.46,117 18.50,32.92433333,-117.3083333,KW,,P,5,PC,80,0,0,0,280,18,4,6,,,,10,,,,,,,,,,,,,,,,,Off,6,Off,1,,,,,,,,,,,,,One observer on. Sonobuoy deployment.
ET,CC1601RL,1/7/2016,9:40,1/7/2016 9:40,8:00:00,1/7/2016 17:40,32 57.31,117 18.34,32.95516667,-117.3056667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,"On station 93/26.7, followed by SCCOOS 93/26.4."
ST,CC1601RL,1/7/2016,13:30,1/7/2016 13:30,8:00:00,1/7/2016 21:30,32 58.11,117 18.44,32.9685,-117.3073333,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,2,KW,2,325,360,,400,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,"Leaving SCCOOS 93/26.4, going to SCCOOS 91.7/26.4. Winch repair created delay."
SB,CC1601RL,1/7/2016,13:30,1/7/2016 13:30,8:00:00,1/7/2016 21:30,32 58.11,117 18.44,32.9685,-117.3073333,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,2,KW,2,325,360,,400,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,"Leaving SCCOOS 93/26.4, going to SCCOOS 91.7/26.4. Winch repair created delay."
SE,CC1601RL,1/7/2016,13:30,1/7/2016 13:30,8:00:00,1/7/2016 21:30,32 58.11,117 18.44,32.9685,-117.3073333,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,2,KW,2,325,360,,400,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,"Leaving SCCOOS 93/26.4, going to SCCOOS 91.7/26.4. Winch repair created delay."
W,CC1601RL,1/7/2016,13:30,1/7/2016 13:30,8:00:00,1/7/2016 21:30,32 58.11,117 18.44,32.9685,-117.3073333,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,2,KW,2,325,360,,400,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,"Leaving SCCOOS 93/26.4, going to SCCOOS 91.7/26.4. Winch repair created delay."
SB,CC1601RL,1/7/2016,13:51,1/7/2016 13:51,8:00:00,1/7/2016 21:51,33 00.43,117 19.83,33.00716667,-117.3305,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,3,JT,2,330,340,4,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,13:51,1/7/2016 13:51,8:00:00,1/7/2016 21:51,33 00.43,117 19.83,33.00716667,-117.3305,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,3,JT,2,330,340,4,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,13:51,1/7/2016 13:51,8:00:00,1/7/2016 21:51,33 00.43,117 19.83,33.00716667,-117.3305,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,3,JT,2,330,340,4,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:01,1/7/2016 14:01,8:00:00,1/7/2016 22:01,33 01.19,117 20.59,33.01983333,-117.3431667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,4,JT,2,330,355,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:01,1/7/2016 14:01,8:00:00,1/7/2016 22:01,33 01.19,117 20.59,33.01983333,-117.3431667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,4,JT,2,330,355,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:01,1/7/2016 14:01,8:00:00,1/7/2016 22:01,33 01.19,117 20.59,33.01983333,-117.3431667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,4,JT,2,330,355,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:15,1/7/2016 14:15,8:00:00,1/7/2016 22:15,33 03.88,117 21.76,33.06466667,-117.3626667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,5,JT,3,330,335,,3,,,,,,1,1,1,0,UD,,,,On,,Off,1,5,,,,,,,,,,,,Possibly Tursiops
SE,CC1601RL,1/7/2016,14:15,1/7/2016 14:15,8:00:00,1/7/2016 22:15,33 03.88,117 21.76,33.06466667,-117.3626667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,5,JT,3,330,335,,3,,,,,,1,1,1,0,UD,,,,On,,Off,1,5,,,,,,,,,,,,Possibly Tursiops
W,CC1601RL,1/7/2016,14:15,1/7/2016 14:15,8:00:00,1/7/2016 22:15,33 03.88,117 21.76,33.06466667,-117.3626667,KW,JT,P,6,PC,70,0,0,0,290,16,4,6,5,JT,3,330,335,,3,,,,,,1,1,1,0,UD,,,,On,,Off,1,5,,,,,,,,,,,,Possibly Tursiops
SB,CC1601RL,1/7/2016,14:21,1/7/2016 14:21,8:00:00,1/7/2016 22:21,33 04.64,117 22.16,33.07733333,-117.3693333,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,6,KW,2,330,330,0.2,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:21,1/7/2016 14:21,8:00:00,1/7/2016 22:21,33 04.64,117 22.16,33.07733333,-117.3693333,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,6,KW,2,330,330,0.2,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:21,1/7/2016 14:21,8:00:00,1/7/2016 22:21,33 04.64,117 22.16,33.07733333,-117.3693333,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,6,KW,2,330,330,0.2,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:24,1/7/2016 14:24,8:00:00,1/7/2016 22:24,33 05.19,117 22.45,33.0865,-117.3741667,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,7,KW,2,330,315,0.3,,,,,,,5,5,6,ND,ER,,,,On,,Off,1,1,34,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:24,1/7/2016 14:24,8:00:00,1/7/2016 22:24,33 05.19,117 22.45,33.0865,-117.3741667,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,7,KW,2,330,315,0.3,,,,,,,5,5,6,ND,ER,,,,On,,Off,1,1,34,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:24,1/7/2016 14:24,8:00:00,1/7/2016 22:24,33 05.19,117 22.45,33.0865,-117.3741667,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,7,KW,2,330,315,0.3,,,,,,,5,5,6,ND,ER,,,,On,,Off,1,1,34,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:30,1/7/2016 14:30,8:00:00,1/7/2016 22:30,33 07.31,117 23.55,33.12183333,-117.3925,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,8,JT,2,330,340,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:30,1/7/2016 14:30,8:00:00,1/7/2016 22:30,33 07.31,117 23.55,33.12183333,-117.3925,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,8,JT,2,330,340,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:30,1/7/2016 14:30,8:00:00,1/7/2016 22:30,33 07.31,117 23.55,33.12183333,-117.3925,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,8,JT,2,330,340,3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:45,1/7/2016 14:45,8:00:00,1/7/2016 22:45,33 08.40,117 24.12,33.14,-117.402,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,9,KW,2,330,265,0.75,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:45,1/7/2016 14:45,8:00:00,1/7/2016 22:45,33 08.40,117 24.12,33.14,-117.402,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,9,KW,2,330,265,0.75,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:45,1/7/2016 14:45,8:00:00,1/7/2016 22:45,33 08.40,117 24.12,33.14,-117.402,KW,JT,P,5,PC,85,0,0,0,290,16,4,5,9,KW,2,330,265,0.75,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,14:53,1/7/2016 14:53,8:00:00,1/7/2016 22:53,33 09.60,117 24.79,33.16,-117.4131667,KW,JT,P,5,LR,85,0,0,0,280,16,4,5,10,KW,2,330,280,0.3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,14:53,1/7/2016 14:53,8:00:00,1/7/2016 22:53,33 09.60,117 24.79,33.16,-117.4131667,KW,JT,P,5,LR,85,0,0,0,280,16,4,5,10,KW,2,330,280,0.3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,14:53,1/7/2016 14:53,8:00:00,1/7/2016 22:53,33 09.60,117 24.79,33.16,-117.4131667,KW,JT,P,5,LR,85,0,0,0,280,16,4,5,10,KW,2,330,280,0.3,,,,,,,1,1,1,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SB,CC1601RL,1/7/2016,15:18,1/7/2016 15:18,8:00:00,1/7/2016 23:18,33 18.37,117 27.17,33.30616667,-117.4528333,KW,JT,P,5,LR,80,0,0,0,280,18,4,5,11,KW,2,330,290,0.4,,,,,,,2,2,2,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
SE,CC1601RL,1/7/2016,15:18,1/7/2016 15:18,8:00:00,1/7/2016 23:18,33 18.37,117 27.17,33.30616667,-117.4528333,KW,JT,P,5,LR,80,0,0,0,280,18,4,5,11,KW,2,330,290,0.4,,,,,,,2,2,2,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
W,CC1601RL,1/7/2016,15:18,1/7/2016 15:18,8:00:00,1/7/2016 23:18,33 18.37,117 27.17,33.30616667,-117.4528333,KW,JT,P,5,LR,80,0,0,0,280,18,4,5,11,KW,2,330,290,0.4,,,,,,,2,2,2,0,ER,,,,On,,Off,1,1,,,,,,,,,,,,
ET,CC1601RL,1/7/2016,15:25,1/7/2016 15:25,8:00:00,1/7/2016 23:25,33 13.88,117 27.79,33.23133333,-117.4631667,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,Off,1,,,,,,,,,,,,,On SCCOOS 91.7/26.4. No buoys deployed. End of day.
E,CC1601RL,1/7/2016,15:25,1/7/2016 15:25,8:00:00,1/7/2016 23:25,33 13.88,117 27.79,33.23133333,-117.4631667,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,Off,1,,,,,,,,,,,,,On SCCOOS 91.7/26.4. No buoys deployed. End of day.
B,CC1601RL,1/8/2016,9:18,1/8/2016 9:18,8:00:00,1/8/2016 17:18,32 28.66,118 16.79,32.47766667,-118.2798333,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,,,,242,,,,,,,,,,,,,,,,,Off,2A,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/40, going to 93/45. Array deployed. Unacceptable weather."
ST,CC1601RL,1/8/2016,9:18,1/8/2016 9:18,8:00:00,1/8/2016 17:18,32 28.66,118 16.79,32.47766667,-118.2798333,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,,,,242,,,,,,,,,,,,,,,,,Off,2A,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/40, going to 93/45. Array deployed. Unacceptable weather."
W,CC1601RL,1/8/2016,9:18,1/8/2016 9:18,8:00:00,1/8/2016 17:18,32 28.66,118 16.79,32.47766667,-118.2798333,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,,,,242,,,,,,,,,,,,,,,,,Off,2A,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/40, going to 93/45. Array deployed. Unacceptable weather."
SB,CC1601RL,1/8/2016,10:13,1/8/2016 10:13,8:00:00,1/8/2016 18:13,32 24.78,118 24.91,32.413,-118.4151667,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,12,KW,3,240,310,,30,,,,,,32,25,40,ND,DD,,,,Off,2A,On,8,5,,,,,,,,,,,,
SE,CC1601RL,1/8/2016,10:13,1/8/2016 10:13,8:00:00,1/8/2016 18:13,32 24.78,118 24.91,32.413,-118.4151667,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,12,KW,3,240,310,,30,,,,,,32,25,40,ND,DD,,,,Off,2A,On,8,5,,,,,,,,,,,,
W,CC1601RL,1/8/2016,10:13,1/8/2016 10:13,8:00:00,1/8/2016 18:13,32 24.78,118 24.91,32.413,-118.4151667,KW,JT,UX,6,PC,40,0,0,0,300,28,6,8,12,KW,3,240,310,,30,,,,,,32,25,40,ND,DD,,,,Off,2A,On,8,5,,,,,,,,,,,,
OO,CC1601RL,1/8/2016,10:39,1/8/2016 10:39,8:00:00,1/8/2016 18:39,32 22.92,118 28.90,32.382,-118.4816667,KW,,UX,6,PC,40,0,0,0,300,26,6,8,,,,245,,,,,,,,,,,,,,,,,Off,2A,On,,,,,,,,,,,,,,"One observer on, array retrieval."
W,CC1601RL,1/8/2016,10:39,1/8/2016 10:39,8:00:00,1/8/2016 18:39,32 22.92,118 28.90,32.382,-118.4816667,KW,,UX,6,PC,40,0,0,0,300,26,6,8,,,,245,,,,,,,,,,,,,,,,,Off,2A,On,,,,,,,,,,,,,,"One observer on, array retrieval."
ET,CC1601RL,1/8/2016,11:04,1/8/2016 11:04,8:00:00,1/8/2016 19:04,32 21.05,118 32.48,32.35083333,-118.5413333,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,"On stn 93/45, two buoys deployed."
ST,CC1601RL,1/8/2016,13:26,1/8/2016 13:26,8:00:00,1/8/2016 21:26,32 20.77,118 36.36,32.34616667,-118.606,KW,JT,P,6,PC,60,160,230,SE,300,25,5,7,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 93/45, going to 93/50. Array deployed."
W,CC1601RL,1/8/2016,13:26,1/8/2016 13:26,8:00:00,1/8/2016 21:26,32 20.77,118 36.36,32.34616667,-118.606,KW,JT,P,6,PC,60,160,230,SE,300,25,5,7,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 93/45, going to 93/50. Array deployed."
W,CC1601RL,1/8/2016,14:24,1/8/2016 14:24,8:00:00,1/8/2016 22:24,32 15.29,118 44.84,32.25483333,-118.7473333,KW,JT,P,6,PC,40,180,260,SE,300,25,5,7,,,,243,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CC1601RL,1/8/2016,14:55,1/8/2016 14:55,8:00:00,1/8/2016 22:55,32 12.74,118 50.13,32.21233333,-118.8355,KW,,P,6,PC,70,180,240,SE,300,24,5,7,,,,240,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"One observer on, array retrieval."
W,CC1601RL,1/8/2016,14:55,1/8/2016 14:55,8:00:00,1/8/2016 22:55,32 12.74,118 50.13,32.21233333,-118.8355,KW,,P,6,PC,70,180,240,SE,300,24,5,7,,,,240,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"One observer on, array retrieval."
ET,CC1601RL,1/8/2016,15:07,1/8/2016 15:07,8:00:00,1/8/2016 23:07,32 11.83,118 52.20,32.19716667,-118.87,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,Two buoys deployed on stn 93/50. End of day.
E,CC1601RL,1/8/2016,15:07,1/8/2016 15:07,8:00:00,1/8/2016 23:07,32 11.83,118 52.20,32.19716667,-118.87,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,Two buoys deployed on stn 93/50. End of day.
B,CC1601RL,1/9/2016,7:19,1/9/2016 7:19,8:00:00,1/9/2016 15:19,31 30.01,120 16.40,31.50016667,-120.2733333,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/70, going to 93/80. Array deployed."
ST,CC1601RL,1/9/2016,7:19,1/9/2016 7:19,8:00:00,1/9/2016 15:19,31 30.01,120 16.40,31.50016667,-120.2733333,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/70, going to 93/80. Array deployed."
W,CC1601RL,1/9/2016,7:19,1/9/2016 7:19,8:00:00,1/9/2016 15:19,31 30.01,120 16.40,31.50016667,-120.2733333,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Begin day. Leave stn 93/70, going to 93/80. Array deployed."
SB,CC1601RL,1/9/2016,7:27,1/9/2016 7:27,8:00:00,1/9/2016 15:27,31 29.21,120 17.94,31.48683333,-120.299,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,13,KW,3,235,180,,5,,,,,,17,13,22,ND,DD,,,,On,,On,,5,8,,,,,,,,,,,
SE,CC1601RL,1/9/2016,7:27,1/9/2016 7:27,8:00:00,1/9/2016 15:27,31 29.21,120 17.94,31.48683333,-120.299,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,13,KW,3,235,180,,5,,,,,,17,13,22,ND,DD,,,,On,,On,,5,8,,,,,,,,,,,
W,CC1601RL,1/9/2016,7:27,1/9/2016 7:27,8:00:00,1/9/2016 15:27,31 29.21,120 17.94,31.48683333,-120.299,KW,JT,G,7,PC,30,0,0,0,280,7,3,4,13,KW,3,235,180,,5,,,,,,17,13,22,ND,DD,,,,On,,On,,5,8,,,,,,,,,,,
SB,CC1601RL,1/9/2016,9:00,1/9/2016 9:00,8:00:00,1/9/2016 17:00,31 21.52,120 33.65,31.35866667,-120.5608333,KW,JT,G,7,PC,60,0,0,0,280,5,2,4,14,JT,3,235,280,,130,,,,,,12,10,15,ND,DD,,,,On,,On,,5,1,,,,,,,,,,,
SE,CC1601RL,1/9/2016,9:00,1/9/2016 9:00,8:00:00,1/9/2016 17:00,31 21.52,120 33.65,31.35866667,-120.5608333,KW,JT,G,7,PC,60,0,0,0,280,5,2,4,14,JT,3,235,280,,130,,,,,,12,10,15,ND,DD,,,,On,,On,,5,1,,,,,,,,,,,
W,CC1601RL,1/9/2016,9:00,1/9/2016 9:00,8:00:00,1/9/2016 17:00,31 21.52,120 33.65,31.35866667,-120.5608333,KW,JT,G,7,PC,60,0,0,0,280,5,2,4,14,JT,3,235,280,,130,,,,,,12,10,15,ND,DD,,,,On,,On,,5,1,,,,,,,,,,,
SB,CC1601RL,1/9/2016,9:20,1/9/2016 9:20,8:00:00,1/9/2016 17:20,31 19.81,120 36.86,31.33016667,-120.6143333,KW,JT,G,7,PC,60,0,0,0,280,6,2,4,15,KW,1,240,175,4.5,,,,,,,5,4,7,ND,DSP,,,,On,,On,,8,,,,,,,,,,,,
SE,CC1601RL,1/9/2016,9:20,1/9/2016 9:20,8:00:00,1/9/2016 17:20,31 19.81,120 36.86,31.33016667,-120.6143333,KW,JT,G,7,PC,60,0,0,0,280,6,2,4,15,KW,1,240,175,4.5,,,,,,,5,4,7,ND,DSP,,,,On,,On,,8,,,,,,,,,,,,
W,CC1601RL,1/9/2016,9:20,1/9/2016 9:20,8:00:00,1/9/2016 17:20,31 19.81,120 36.86,31.33016667,-120.6143333,KW,JT,G,7,PC,60,0,0,0,280,6,2,4,15,KW,1,240,175,4.5,,,,,,,5,4,7,ND,DSP,,,,On,,On,,8,,,,,,,,,,,,
SB,CC1601RL,1/9/2016,10:38,1/9/2016 10:38,8:00:00,1/9/2016 18:38,31 13.31,120 50.23,31.22183333,-120.8371667,KW,JT,G,7,PC,60,0,0,0,270,6,3,4,16,JT,1,243,285,7,,,,,,,32,27,40,1,DD,,,,On,,On,,8,2,5,yes,JT,60D,4,17,,,,,
SE,CC1601RL,1/9/2016,10:38,1/9/2016 10:38,8:00:00,1/9/2016 18:38,31 13.31,120 50.23,31.22183333,-120.8371667,KW,JT,G,7,PC,60,0,0,0,270,6,3,4,16,JT,1,243,285,7,,,,,,,32,27,40,1,DD,,,,On,,On,,8,2,5,yes,JT,60D,4,17,,,,,
W,CC1601RL,1/9/2016,10:38,1/9/2016 10:38,8:00:00,1/9/2016 18:38,31 13.31,120 50.23,31.22183333,-120.8371667,KW,JT,G,7,PC,60,0,0,0,270,6,3,4,16,JT,1,243,285,7,,,,,,,32,27,40,1,DD,,,,On,,On,,8,2,5,yes,JT,60D,4,17,,,,,
OO,CC1601RL,1/9/2016,10:40,1/9/2016 10:40,8:00:00,1/9/2016 18:40,31 12.00,120 52.25,31.2,-120.8708333,KW,,G,7,PC,70,0,0,0,270,6,3,4,,,,243,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"One observer on, array retrieval."
W,CC1601RL,1/9/2016,10:40,1/9/2016 10:40,8:00:00,1/9/2016 18:40,31 12.00,120 52.25,31.2,-120.8708333,KW,,G,7,PC,70,0,0,0,270,6,3,4,,,,243,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,"One observer on, array retrieval."
ET,CC1601RL,1/9/2016,11:04,1/9/2016 11:04,8:00:00,1/9/2016 19:04,31 11.17,120 54.40,31.18616667,-120.9066667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 93/80. Two buoys deployed.
ST,CC1601RL,1/9/2016,13:11,1/9/2016 13:11,8:00:00,1/9/2016 21:11,31 10.97,120 54.99,31.18283333,-120.9165,KW,JT,G,7,OV,90,0,0,0,275,6,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving 93/80, going to 93/90. Array deployed."
W,CC1601RL,1/9/2016,13:11,1/9/2016 13:11,8:00:00,1/9/2016 21:11,31 10.97,120 54.99,31.18283333,-120.9165,KW,JT,G,7,OV,90,0,0,0,275,6,3,4,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving 93/80, going to 93/90. Array deployed."
SB,CC1601RL,1/9/2016,13:24,1/9/2016 13:24,8:00:00,1/9/2016 21:24,31 10.02,120 56.63,31.167,-120.9438333,KW,JT,G,7,OV,90,180,220,M,275,6,3,4,17,KW,1,240,210,,460,,,,,,8,7,10,0,DD,,,,On,,On,,5,1,,yes,JT,60D,19,22,,,,,
SE,CC1601RL,1/9/2016,13:24,1/9/2016 13:24,8:00:00,1/9/2016 21:24,31 10.02,120 56.63,31.167,-120.9438333,KW,JT,G,7,OV,90,180,220,M,275,6,3,4,17,KW,1,240,210,,460,,,,,,8,7,10,0,DD,,,,On,,On,,5,1,,yes,JT,60D,19,22,,,,,
W,CC1601RL,1/9/2016,13:24,1/9/2016 13:24,8:00:00,1/9/2016 21:24,31 10.02,120 56.63,31.167,-120.9438333,KW,JT,G,7,OV,90,180,220,M,275,6,3,4,17,KW,1,240,210,,460,,,,,,8,7,10,0,DD,,,,On,,On,,5,1,,yes,JT,60D,19,22,,,,,
